"airport_name","icao_code"
"Rostraver","KFWQ"
"Roswell International Air Center","KROW"
"Rota Do Sandalo Intl","WPOC"
"Rota International Airport","PGRO"
"Rotenburg Wumme","EDXQ"
"Roth","NE65"
"Rothenburg Gorlitz","EDBR"
"Rothenburg O D Tauber","EDFR"
"Rothrock","54IL"
"Rothwell","9NE6"
"Roti Airport","WATR"
"Rotorua Airport","NZRO"
"Rotstein","IS59"
"Rotterdam The Hague Airport","EHRD"
"Rottnest I","YRTI"
"Rotuma Island Airport","NFNR"
"Rouen Airport","LFOP"
"Rough Country","7GE7"
"Rough River State Park","2I3"
"Roumanieres Airport","LFBE"
"Round Lake (Weagamow Lake) Airport","CZRJ"
"Round Lake and","W57"
"Round Mountain","CA09"
"Round Valley","O09"
"Roundup","KRPX"
"Rourkela","VERK"
"Route 66 Airfield","27MO"
"Routh","9IL2"
"Rouyn-Noranda Airport","CYUY"
"Rovaniemi Airport","EFRO"
"Rover","PA31"
"Rowdy T Ranch","TT66"
"Rowland Dusters","75XS"
"Rowland R Airfield","23TA"
"Roxas Airport","RPVR"
"Roxford","OA14"
"Roy E. Ray","5R7"
"Roy Hill Station","YRYH"
"Roy Hurd Memorial","E01"
"Roy Otten Memorial Airfield","3VS"
"Roy Ranch","TS21"
"Roy Wilcox","5R1"
"Royalton","9G5"
"Rozas","LERO"
"Rpm","0MU9"
"Rs Ag-Land","30NE"
"Ruacana","FYRC"
"Rubelsanto","MGRB"
"Ruben Berta","SSCR"
"Ruben Berta International Airport","SBUG"
"Ruben Cantu","MPSA"
"Ruby","18ME"
"Ruby Airport","PARY"
"Ruby Star Airpark","14AZ"
"Ruby Valley","KRVF"
"Ruby's Landing","70NR"
"Rucilla's Roost","0WN0"
"Ruckel","FL17"
"Rucker","SN34"
"Rucker Burdett","SN29"
"Ruckl","IA35"
"Ruckman Field","36TN"
"Rudenberg Field","54KY"
"Ruder","59IL"
"Rudniki","EPRU"
"Ruegen","EDCG"
"Rugao Air Base","ZSRG"
"Rugby Mun","KRUG"
"Rugg Ranches","45OG"
"Rughenda Airfield","FZMB"
"Ruhengeri","HRYU"
"Ruhes","R47"
"Rukumkot","VNRK"
"Rular","VG07"
"Rules Roost","5WA5"
"Ruleville-Drew","M37"
"Rumbek","HSMK"
"Rumginae","AYRG"
"Rumjatar","VNRT"
"Rundu Airport","FYRU"
"Runner Landing Area","0NE1"
"Running Creek Ranch","05ID"
"Runsick Flying Service","7AR3"
"Runway Leasing Inc Nr 1","8WI2"
"Runway Ranch","2MO9"
"Runyan Aviation","IL15"
"Rupsi Airport","VERU"
"Rurrenabaque Airport","SLRQ"
"Rurutu Airport","NTAR"
"Ruse","LBRS"
"Rush","35FD"
"Rush City Regl","KROS"
"Rush County","K94"
"Rush River","WI29"
"Rush Springs Airstrip","4OK2"
"Rush Strip","IN34"
"Rushford Municipal","55Y"
"Rusk Co","KRCX"
"Rusk Co","KRFI"
"Rusmar Farms","WS41"
"Russ","OI82"
"Russas","SNRS"
"Russell","CJW5"
"Russell","KRMG"
"Russell","NY51"
"Russell","SC17"
"Russell County","K24"
"Russell Field","0NY1"
"Russell Field","56ME"
"Russell Mun","KRSL"
"Russell Paradise","2TX1"
"Russell W Anderson Strip","ID12"
"Russells Ranch","TX19"
"Russellville Municipal Bill Pugh Field","M22"
"Russellville Regl","KRUE"
"Russellville-Logan County","4M7"
"Russian Flat","M42"
"Russian Mission Airport","PARS"
"Russo Airstrip","4PA8"
"Rust Airstrip","GA82"
"Rust Field","8XS9"
"Rust's Landing","II95"
"Rustenburg","FARG"
"Rustic Wilderness","02AK"
"Ruston Regl","KRSN"
"Rusty Crankshaft","2NE3"
"Ruteng Airport","WATG"
"Ruth","T42"
"Ruth Field","WV28"
"Rutherford","28WI"
"Rutherford Co - Marchman Field","KFQD"
"Rutherford Ranch","85TX"
"Rutland Plains","YRTP"
"Rutland–Southern Vermont Regional Airport","KRUT"
"Rutshuru","FZNC"
"Rutten Dusting Strip","FD55"
"Rutter","OA04"
"Rwnway Leasing Inc Nr 2","8WI3"
"Ryan Aerodrome","7TX7"
"Ryan Airport","KBTR"
"Ryan Field","2MT1"
"Ryan Field","KRYN"
"Ryans Creek","NZRC"
"Rybolt Ranch","01FA"
"Rye Field","MS63"
"Ryegate","8U0"
"Rzeszow","EPRJ"
"Rzeszów–Jasionka Airport","EPRZ"
"S & S Avion Ranch","31FA"
"S & S Landing Strip","8GA6"
"S & S Ranch","39WI"
"S and S Field","1OH1"
"S Bar Ranch","ID09"
"S Dariaus S Gireno","EYKS"
"S&l Edwards","44MT"
"Sa Pran Nak","VTBH"
"Saadah","OYSH"
"Saanen","LSGK"
"Saarbrücken Airport","EDDR"
"Sabadell","LELL"
"Sabana de Mar","MDSB"
"Sabaneta","SVSN"
"Sabbe Brothers Landing Strip","NA38"
"Sabetha Municipal","K83"
"Sabi Sabi","FASE"
"Sabiha Gokcen Airport","LTFJ"
"Sabot","1VA0"
"Sabzevar Airport","OIMS"
"Sac City Mun","KSKI"
"Sacheon Airport","RKPS"
"Sachigo Lake Airport","CZPB"
"Sachs Harbour Airport","CYSY"
"Sackman Field","IL91"
"Sacramento Executive","KSAC"
"Sacramento International Airport","KSMF"
"Sadiq Abubakar Iii International Airport","DNSO"
"Sado","RJSD"
"Saertu Airport","ZYDQ"
"Saeterasen","ENTS"
"Safane","DFOF"
"Safdarjung","VIDD"
"Safe Field","NC48"
"Safer","2CD6"
"Safford Regl","KSAD"
"Safi","GMMS"
"Saga Airport","RJFS"
"Sage Ranch","OG15"
"Sagebrush","7XA2"
"Sagebrush Trails Estates","9AZ2"
"Sageeyah Airfield","OK20"
"Saginaw Co Browne","KHYX"
"Saguache Municipal","04V"
"Sahabat","WBKH"
"Sahoma Lake","03OK"
"Saibai Island","YSII"
"Saica","SSCQ"
"Saidpur Airport","VGSD"
"Saidu Sharif","OPSS"
"Saint Adrien","LFEV"
"Saint Barthelemy Airport","TFFJ"
"Saint Crepin","LFNC"
"Saint Francois","TFFC"
"Saint George Island Airport","PAPB"
"Saint Ghislain","EBSG"
"Saint Helena Airport","FHSH"
"Saint John Airport","CYSJ"
"Saint Laurent","LFCE"
"Saint Mary'S Airport","PASM"
"Saint Michel","LFOL"
"Saint Paul","LFOG"
"Saint Paul Island Airport","PASN"
"Saint Pierre Airport","LFVP"
"Saint Pons","LFMR"
"Saint Yan","LFLN"
"Saint-Louis","GOSS"
"Saint-Nazaire Montoir Airport","LFRZ"
"Sainte Marie Airport","FMMS"
"Saipan International Airport","PGSN"
"Saiss Airport","GMFF"
"Sakon Nakhon Airport","VTUI"
"Salado","2TX"
"Salaika Aviation","07TA"
"Salak Airport","FKKL"
"Salalah Airport","OOSA"
"Salamanca Airport","LESA"
"Saldanaha Vredenburg","FASD"
"Salekhard Airport","USDD"
"Salem","7M9"
"Salem","VOSM"
"Salem Airfield","NJ74"
"Salem Airpark Inc","38D"
"Salem Leckrone","KSLO"
"Salem Municipal","I83"
"Salgado Filho International Airport","SBPA"
"Salgueiro","SNSG"
"Salima","FWSM"
"Salina Gunnison","44U"
"Salina Regional Airport","KSLN"
"Salinas","SNSS"
"Salinas Airport","SESA"
"Salinas Mun","KSNS"
"Saline Co Regl","KSUZ"
"Salisbury–Ocean City–Wicomico Regional Airport","KSBY"
"Sallisaw Mun","KJSV"
"Salluit Airport","CYZG"
"Sally Wofford","8M2"
"Salmom Bar","O48"
"Salmon Arm","CZAM"
"Salmon Falls","ME61"
"Salmon Lake","Z81"
"Salmon River Airfield","9B8"
"Salon Eyguières","LFNE"
"Salsbery","II70"
"Salt Cay Airport","MBSY"
"Salt Lake City International Airport","KSLC"
"Salto do Jacui/Nova Jacui","SSNJ"
"Salto Nueva Hesperides Intl","SUSO"
"Salto Santiago Airport","SSLS"
"Salton Sea","KSAS"
"Salty Approach","FL90"
"Saluda County","6J4"
"Salvaza Airport","LFMK"
"Salyer Farms","24CL"
"Sam Neua Airport","VLSN"
"Sam Ratulangi International Airport","WAMM"
"Sam Riggs Airpark","K11"
"Samana International Airport","MDCY"
"Samandira Ab","LTBX"
"Samangoky","FMSN"
"Samarkand International Airport","UTSS"
"Sambailo","GUSB"
"Sambava Airport","FMNS"
"Sambawanga","HTSU"
"Sambre Airport","VOBM"
"Sambu","MPSB"
"Samburu Airport","HKSB"
"Samedan","LSZS"
"Samjiyŏn","ZKSE"
"Samoa Field","O33"
"Sampit Airport","WAGS"
"Sampley's","28AZ"
"SAMSARG Field","N58"
"Samsula / Coe Field","8FA4"
"Samsun Carsamba Airport","LTFH"
"Samsun Samair","LTAQ"
"Samuel L. Clemens Memorial","MU00"
"Samuels Field","KBRY"
"Samuels Springs","59KY"
"Samui International Airport","VTSM"
"San Alberto","MRSA"
"San Andros","MYAN"
"San Antonio International Airport","KSAT"
"San Ardo Field","CA88"
"San Augustine County","78R"
"San Bernardino Intl","KSBD"
"San Bernardino Tri-City Airport","USDA"
"San Bernardo","SKMP"
"San Carlos","KSQL"
"San Carlos","MNSC"
"San Carlos Apache","P13"
"San Carlos De Bariloche Airport","SAZS"
"San Christoval Ranch","XS71"
"San Clemente Island Nalf","KNUC"
"San Cristobal Airport","SEST"
"San Diego International Airport","KSAN"
"San Enrique","LESE"
"San Felipe Intl","MMSF"
"San Fernando","SCSD"
"San Fernando Community","RPUS"
"San Fernando de Atabapo","SVAT"
"San Fernando Intl","SADF"
"San Francisco","SPSF"
"San Francisco International Airport","KSFO"
"San Gabriel Valley","KEMT"
"San Geronimo Airpark","8T8"
"San Gil","SKSG"
"SAN IGNACIO DE MOXOS","SLSM"
"San Ignacio De Velasco","SLSV"
"San Isidro del General Airport","MRSI"
"San Javier","SCSJ"
"San Javier","SLJV"
"San Javier Los Garranchos","LELG"
"San Joaquin","CA32"
"San Joaquín","SLJO"
"San Jorge Island Airport","LPSJ"
"San Jose","MGSJ"
"San Jose Airport (Mindoro)","RPUH"
"San José De Chiquitos","SLJE"
"San Jose De Maicao","SKMJ"
"San Jose Del Gua Airport","SKSJ"
"San Jose International Airport","KSJC"
"San Jose Island","XS67"
"San Juan Airport","SANU"
"San Juan Aposento","SPAO"
"San Juan De Marcona","SPJN"
"San Luis","LESL"
"San Luis Airport","SAOU"
"San Luis Airport","SKIP"
"San Luis County Regional Airport","KSBP"
"San Luis Potosí ""Ponciano Arriaga"" International Airport","MMSP"
"San Luis Valley Regional Airport","KALS"
"San Manuel","E77"
"San Marcos Mun","KHYI"
"San Martin","E16"
"San Matías","SLTI"
"San Miguel","MPMI"
"San Miguel Ranch","NM53"
"San Nicolas","SPLN"
"San Nicolas De Bari","MUNB"
"San Pedro","MNBZ"
"San Pedro Airport","DISP"
"San Pedro Airport","MZSP"
"San Pedro De Atacama","SCPE"
"San Pedro Ranch","97TX"
"San Rafael","CA35"
"San Rafael","SCAN"
"San Rafael Airport","SAMR"
"San Rafael Ranch","38XS"
"San Ramón","SLRA"
"San Saba County Municipal","81R"
"San Salvador Airport","MYSM"
"San Sebastian Airport","LESO"
"San Tome Airport","SVST"
"San Vicente","RPSV"
"San Vito De Jaba","MRSV"
"San Ysidro Ranch","TS40"
"Sana'A International Airport","OYSN"
"Sanandaj Airport","OICS"
"Sanborn","38CN"
"Sanctuary","MO86"
"Sanctuary Ranch","7TS4"
"Sand Burr","SC84"
"Sand Creek Wildlife Station","MT79"
"Sand Point Airport","PASD"
"Sand Ridge Airpark Inc","OK94"
"Sand Springs Strip","8U1"
"Sandakan Airport","WBKS"
"Sandane, Anda Airport","ENSD"
"Sanday Airport","EGES"
"Sandbur Ranches Private","TX75"
"Sandefjord Airport, Torp","ENTO"
"Sanden","4ND8"
"Sanders","85KS"
"Sanders","MT37"
"Sanders Gyroport","IN88"
"Sanders Personal Use","70PN"
"Sanders Ranch","39FA"
"Sanderson Field","KSHN"
"Sandhill Ranch","44AZ"
"Sandia Airpark Estates East","1N1"
"Sandnessjøen Airport, Stokka","ENST"
"Sandoa","FZSD"
"Sandpoint","KSZT"
"Sands","ID67"
"Sands","MT89"
"Sands Hill","27TX"
"Sandspit Airport","CYZP"
"Sandstone","YSAN"
"Sandtoft","EGCF"
"Sandusky City","Y83"
"Sandusky County Regional","S24"
"Sandy Creek","73TX"
"Sandy Creek Airpark","75FL"
"Sandy Creek Ranch Airfield","TX47"
"Sandy Hill","GE30"
"Sandy Lake Airport","CZSJ"
"Sandy Point","62MD"
"Sandy Point","MYAS"
"Sandy Ridge Farms","57AR"
"Sandy River","03S"
"Sandy Rock","14MT"
"Sanfebagar","VNSR"
"Sanford Field","VA23"
"Sanford Seacoast Regl","KSFM"
"Sanga Sanga Principal","RPMN"
"Sangaredi","GUSA"
"Sangia Nibandera","WAWP"
"Sangkimah","WALA"
"Sangley Ab","RPLS"
"Sangster International Airport","MKJS"
"Sanhe Airport","ZGYY"
"Sania Ramel Airport","GMTN"
"Sanikiluaq Airport","CYSK"
"Sanliurfa","LTCH"
"Sanliurfa GAP Airport","LTCS"
"Sannuhe Airport","ZBSN"
"Sanostee","NM27"
"Sanqingshan Airport","ZSSR"
"Sansanne-Mango","DXMG"
"Santa Ana","SKGO"
"Santa Ana Airport","AGGT"
"Santa Ana Del Yacuma","SLSA"
"Santa Barbara De Barinas","SVSB"
"Santa Bárbara de Monagas","SVOF"
"Santa Barbara Municipal Airport","KSBA"
"Santa Bernardina Intl","SUDU"
"Santa Cecilia","SWGO"
"Santa Clara De Guapiles","MRSG"
"Santa Cruz","LPSC"
"Santa Cruz","SAWU"
"Santa Cruz","SBSC"
"Santa Cruz Airport","LPFL"
"Santa Cruz del Quiche","MGQC"
"Santa Cruz Do Sul","SSSC"
"Santa Cruz Island","KSZN"
"Santa Cruz Island Airport","AGGL"
"Santa Cruz Ranch","44CA"
"Santa Elena","SVSE"
"Santa Fe Airport","SAAV"
"Santa Fe Municipal Airport","KSAF"
"Santa Fe River Ranch","FA62"
"Santa Genoveva Airport","SBGO"
"Santa Helena De Goias","SWHG"
"Santa Isabel Do Morro","SWIY"
"Santa Izabel Do Rio Negro","SWTP"
"Santa Magalhaes","SNHS"
"Santa Maria","SPMR"
"Santa Maria","SSKG"
"Santa Maria Airport","LPAZ"
"Santa Maria Airport","SBAR"
"Santa Maria Airport","SBSM"
"Santa Maria Da Vitoria","SNVD"
"Santa Maria De Guacimo","MRSO"
"Santa Maria Public Airport","KSMX"
"Santa Maria Ranch","0TE5"
"Santa Monica Mun","KSMO"
"Santa Paula","KSZP"
"Santa Rita De Cassia","SNKS"
"Santa Rosa","MHRS"
"Santa Rosa Airport","SAZR"
"Santa Rosa De Tabali","SCOT"
"Santa Rosa De Yacuma","SLSR"
"Santa Rosa International Airport","SERO"
"Santa Rosa Route 66","KSXU"
"Santa Teresa","SGST"
"Santa Teresita","SAZL"
"Santa Terezinha","SSJA"
"Santa Vitória do Palmar","SSVP"
"Santa Ynez","KIZA"
"Santa's","VT06"
"Santana Do Araguaia","SNKE"
"Santander Airport","LEXJ"
"Santarém-Maestro Wilson Fonseca Airport","SBSN"
"Santee Cooper Regl","KMNI"
"Santiago Cattle Co.","XS80"
"Santiago de Compostela Airport","LEST"
"Santiago Del Estero Airport","SANE"
"Santiago Marino Caribbean International Airport","SVMG"
"Santiago Vila","SKGI"
"Santiam Junction State","8S3"
"Santo Antonio Do Amparo","SNAM"
"Santo Domingo","SCSN"
"Santo Domingo","SESD"
"Santo Domingo Airport","SVSO"
"Santo Tome Del Puerto","LETP"
"Santorini Airport","LGSR"
"Santos Dumont Airport","SBRJ"
"Sanya Phoenix International Airport","ZJSY"
"Sao Borja","SSSB"
"Sao Felix","SNFX"
"Sao Felix Do Araguaia","SWFX"
"Sao Filipe Airport","GVSF"
"Sao Gabriel Da Cachoeira","SBUA"
"Sao Joao Da Boa Municipal","SDJV"
"Sao Joaquim Da Barra","SDJO"
"Sao Jose da Barra/Furnas","SBFU"
"Sao Jose Do Rio Preto Airport","SBSR"
"Sao Lourenco","SNLO"
"São Lourenço do Sul","SSRU"
"Sao Manuel","SDNO"
"Sao Mateus","SNMX"
"Sao Miguel Do Araguaia","SWUA"
"Sao Miguel Do Iguacu","SSMY"
"Sao Paulo Catarina Aeroporto E","SBJH"
"São Paulo–Congonhas Airport","SBSP"
"Sao Pedro","SSDK"
"São Raimundo Nonato","SNSN"
"Sao Sebastiao Do Paraiso","SNPY"
"São Tomé International Airport","FPST"
"Sapelo Island","08GA"
"Saposoa","SPOA"
"Sapporo Okadama Airport","RJCO"
"Sara Airport","NVSH"
"Sarajevo International Airport","LQSA"
"Sarakhs","OIMC"
"Saranac Farm","9FL2"
"Saransk Airport","UWPS"
"Sarasota-Bradenton International Airport","KSRQ"
"Saratoga County","5B2"
"Saratov Tsentralny Airport","UWSS"
"Saravan","OIZS"
"Saravane","VLSV"
"Saravena Airport","SKSA"
"Sardar Vallabhbhai Patel International Airport","VAAH"
"Sargent Municipal","09K"
"Sarh","FTTA"
"Sarita","37AZ"
"Sarnia Chris Hadfield Airport","CYZR"
"Sarre Union","LFQU"
"Sary-Arka Airport","UAKK"
"Saskatoon ""John G. Diefenbaker"" International Airport","CYXE"
"Sassandra","DISS"
"Sasstown","GLST"
"Satanta Municipal","1K9"
"Satna","VIST"
"Satterbergs","13AK"
"Satu Mare Airport","LRSM"
"Satwari Airport","VIJU"
"Saubak","15MT"
"Saudarkrokur","BIKR"
"Sauer","08LL"
"Sauer-Harter","79II"
"Sauers-Haven","4PA1"
"Saufley Nolf","KNUN"
"Saugeen Mun","CYHS"
"Sauk Centre Municipal","D39"
"Sauk-Prairie","91C"
"Saúl","SOOS"
"Saulgau","EDTU"
"Sault Ste. Marie Airport","CYAM"
"Sault Ste. Marie Municipal Sanderson","KANJ"
"Saumlaki Airport","WAPI"
"Saunders Field","9VA6"
"Saunders Field","MU31"
"Saure","NA02"
"Saurimo Airport","FNSA"
"Sauter","ND96"
"Savage Island","VT15"
"Savannah Agri-Air","46NY"
"Savannah-Hardin County","KSNH"
"Savannah/Hilton Head International Airport","KSAV"
"Savannakhet Airport","VLSK"
"Save","DBBS"
"Savonlinna Airport","EFSA"
"Savoonga Airport","PASA"
"Savusavu Airport","NFNS"
"Saw Whet Farms","6FL9"
"Sawan","OPSW"
"Sawtooth","AZ04"
"Sawyer County","KHYR"
"Sawyer Farm","66GA"
"Sawyer Field","29MI"
"Sawyer International Airport","KSAW"
"Saxon","6WI4"
"Saxon Farms","MD91"
"Saxon Sycan","08OR"
"Sayaboury","VLSB"
"Sayak Airport","RPNS"
"Sayre Municipal","3O4"
"Scaer","LFES"
"Scammon Bay Airport","PACM"
"Scampton","EGXP"
"Scandia Air Park","6PA4"
"Scandinavian Mountains","ESKS"
"Scanlon","15ID"
"Scappoose Industrial Airpark","KSPB"
"Schaback Strip","MO51"
"Schachtholm","EDXR"
"Schacksdorf","EDUS"
"Schaeferhaus","EDXF"
"Schafer Usfs","8U2"
"Schaller","27OH"
"Schaller","LL26"
"Schaney's Lair","OH46"
"Schanis Airport","LSZX"
"Schantz Airstrip","CD15"
"Scharding Suben","LOLS"
"Schaumburg Regional","06C"
"Schefferville Airport","CYKL"
"Scheibe Field","OI55"
"Scheidel Ranch","CA07"
"Schenck Field","KICL"
"Schenectady County","KSCH"
"Schenkenturm","EDFW"
"Scherler Private Airstrip","9CO5"
"Scherrico Meadows","WS16"
"Schertz Aerial Service - Cooksville","2IS9"
"Schertz Aerial Service - Hudson","04IL"
"Schertz Field","9IS2"
"Schexnayder","66LA"
"Schiff","TN80"
"Schiffer Acres","3S5"
"Schilson Field","IS51"
"Schiphol Airport","EHAM"
"Schloss Adlers","MS55"
"Schmidt","56IS"
"Schmidt","6OR7"
"Schmidt Ranch","1WN0"
"Schneider Haven Airstrip","NC75"
"Schoengleina","EDBJ"
"Schoenhagen","EDAZ"
"Schoepflin","WN26"
"Scholes Intl At Galveston","KGLS"
"Schoolcraft County","KISQ"
"Schramberg","EDTW"
"Schrenkel","PN30"
"Schrock","4OR4"
"Schroder","61KY"
"Schroeder Private","38ND"
"Schroeder Private","7II3"
"Schroon Lake","4B7"
"Schu Ranch","AZ13"
"Schubert Airstrip","40WI"
"Schueren","EDKM"
"Schulteis","3PN0"
"Schulteis Field","71PN"
"Schulze's","69OI"
"Schumacher","3MN9"
"Schumacher Strip","0ND6"
"Schutte","NE01"
"Schuy-Rush","5K4"
"Schuyler","NY29"
"Schuylkill Co","KZER"
"Schwabach Buchenbach","EDPH"
"Schwabisch-Hall Weckrieden Airport","EDTX"
"Schwaebisch Hall","EDTY"
"Schwartz Farms Inc","4FL8"
"Schwarze Heide","EDLD"
"Schweinfurt","EDQT"
"Schweinfurt Ahp","ETOA"
"Schwenningen Am Neckar","EDTS"
"Schwerin Parchim","EDOP"
"Schwesing","EDXJ"
"Scobey","9S2"
"Scobey Border Station/East Poplar International","8U3"
"Scone","EGPT"
"Scone","YSCO"
"Scooters","AK64"
"Scooters Landing Strip","AK84"
"Scotland Neck East","2NC7"
"Scott","31TX"
"Scott","7OK2"
"Scott","M80"
"Scott","TA28"
"Scott Airfield","88TE"
"Scott Airpark","VA61"
"Scott City Mun","KTQK"
"Scott Farm Strip","VG30"
"Scott Field","2IN4"
"Scott Field","2K4"
"Scott Mun","KSCX"
"Scott Ranch","93XA"
"Scott Valley","A30"
"Scott'S Sky Ranch","NY70"
"Scottbrook Farm","2NC4"
"Scotts","0AK0"
"Scotts Bluff County Airport","KBFF"
"Scottsboro Municipal-Word Field","4A6"
"Scottsburg","3R8"
"Scottsdale","KSDL"
"Scottys Field","OK82"
"Scrappin Valley","4XS5"
"Scribner State","KSCB"
"Scudder Field","32IN"
"Scusciuban","HCMS"
"Sd Aero","LL28"
"Sde Dov","LLSD"
"Seaberg Ranch Airport","21TE"
"Seacoast Airfield","3B4"
"Seafood Warehouse Park","XS77"
"Seagoville","5TA9"
"Seagraves","TT97"
"Seamans Field","9N3"
"Searchlight","1L3"
"Searcy County","4A5"
"Searcy Mun","KSRC"
"Searle Field","KOGA"
"Seaside Municipal","56S"
"Seattle-Tacoma International Airport","KSEA"
"Sebara Geneina","HSSG"
"Sebastian Cove","32GA"
"Sebastian Municipal","X26"
"Sebba","DFES"
"Sebewaing","98G"
"Sebha Airport","HLLS"
"Sebring Rgnl","KSEF"
"Sechelt Aerodrome","CAP3"
"Secluded Lake","49AK"
"Second F","73XS"
"Secret Spot","3NK5"
"Secunda","FASC"
"Sedalia Regl","KDMO"
"Sedan City","61K"
"Sedona","KSEZ"
"Seeley Lake","23S"
"Seesholtz","86PN"
"Seething","EGSJ"
"Sege Airport","AGGS"
"Seguela","DISG"
"Seguenega","DFCS"
"Şehit Bülent Aydin Airport","LTCT"
"Sehonghong","FXSH"
"Sehoy","AL05"
"Sehwan Sharif","OPSN"
"Sei Bati","WIBT"
"Sei Pakning","WIBS"
"Seia","LPSE"
"Seib","88IN"
"Seidel Ranch","02XS"
"Seiferd Field","80MO"
"Seiling","1S4"
"Seinajoki","EFSI"
"Seiyun Airport","OYSY"
"Sekakes","FXSK"
"Sekiu","11S"
"Selanpaa","EFSE"
"Selaparang","WADA"
"Selcuk Efes","LTFB"
"Seldovia Airport","PASO"
"Selebi-Phikwe","FBSP"
"Selfs","KMMS"
"Selibaby","GQNS"
"Seligman","P23"
"Selle","SD30"
"Sells","E78"
"Selma","0Q4"
"Sematan","WBGN"
"Sembawang","WSAG"
"Semchenko","5NA0"
"Semendua","FZBS"
"Semera Airport","HASM"
"Semey Airport","UASS"
"Seminole Mun","KSRE"
"Seminole Spraying Service","39TE"
"Semirara Airport","RPUE"
"Semnan","OIIS"
"Semonkong","FXSM"
"Semporna","WBKA"
"Semur En Auxois","LFGQ"
"Senador Petronio Portella Airport","SBTE"
"Senadora Eunice Michiles","SDCG"
"Senai International Airport","WMKJ"
"Senanga","FLSN"
"Sency","55PA"
"Sendai Airport","RJSS"
"Seneca County","16G"
"Seneca Municipal","62K"
"Senggeh","WAJS"
"Senica","LZSE"
"Senou International Airport","GABS"
"Sentani Airport","WAJJ"
"Seongmu","RKTE"
"Seosan Ab","RKTP"
"Sepe Tiaraju Airport","SBNM"
"Seppe","EHSE"
"Sept-Iles Airport","CYZV"
"Sepulot","WBKO"
"Sequim Valley","W28"
"Sequoia Field","D86"
"Sequoia Ranch","CA44"
"Serene Field","AZ31"
"Serenity Farm","3VG3"
"Serenity Field","14LA"
"Seronera Airport","HTSN"
"Serra Da Capivara","SWKQ"
"Serra Do Cipo","SNLG"
"Serro","SNSO"
"Sesheke","FLSS"
"Seshutes","FXSS"
"Setif Airport","DAAS"
"Sette-Cama","FOOS"
"Settlers Bay Airstrip","41AK"
"Seunagan Airport","WITC"
"Seven C's Ranch","0XA4"
"Seven Devils","ID17"
"Seven Feathers","10FD"
"Seven Gables","2VG7"
"Seven Gullies","0NK3"
"Seven J Stock Farm","85XS"
"Seven Lakes","62GA"
"Seven Shamrock","26ID"
"Seven Springs","16TA"
"Severodonetsk","UKCS"
"Severson","LL79"
"Sevilla Utrera Amr","LEUT"
"Seville Airport","LEZL"
"Seward","PAWD"
"Seward Mun","KSWT"
"Sexton","19SC"
"Seychelles International Airport","FSIA"
"Seymchan","UHMS"
"Seymour Air Park, Inc.","TN20"
"Seymour Airport","SEGS"
"Seymour Municipal","60F"
"Seyresse Army","LFBY"
"Sfax El Maou Airport","DTTX"
"Shabunda","FZMW"
"Shache Airport","ZWSC"
"Shade Tree","GA73"
"Shade Tree Field","MS82"
"Shady Acres","3B8"
"Shady Bend","9FL5"
"Shady Cove Airpark","OG31"
"Shady International","FA49"
"Shady Lane Ranch","88TT"
"Shady Lawn Field","4M4"
"Shafter Minter","KMIT"
"Shageluk Airport","PAHX"
"Shahbaz Air Base","OPJA"
"Shahre Kord Airport","OIFS"
"Shahrud Airport","OIMJ"
"Shaibah","OESB"
"Shakamak","IN08"
"Shakawe","FBSW"
"Shakhtyorsk Airport","UHSK"
"Shaktoolik Airport","PFSH"
"Shale Valley Ranch","2TA0"
"Shalz Field","KCBK"
"Shamattawa Airport","CZTM"
"Shamrock Field","6G8"
"Shamrock Municipal","2F1"
"Shamshernagar","VGSH"
"Shandy Hall Farm","3VA4"
"Shanghai Hongqiao International Airport","ZSSS"
"Shanghai Pudong International Airport","ZSPD"
"Shangri La Airport","ZPDQ"
"Shangri-La","0WN1"
"Shangrila","WS25"
"Shangyi Airport","RCBS"
"Shaniko Cattle","OG54"
"Shaniko Ranch","9OR1"
"Shank N Bank","TX0"
"Shannon","KEZF"
"Shannon Airport","EINN"
"Shannon Field","02CD"
"Shannon Flight Strip","2GA8"
"Shanshan","ZWSS"
"Shanzihe Airport","ZSRZ"
"Shaoguan Guitou Airport","ZGSG"
"Shaoyang Wugang Airport","ZGSY"
"Sharana","OASA"
"Sharar Field","0IA4"
"Sharjah Airport","OMSJ"
"Shark Bay Airport","YSHK"
"Shark El Oweinat Intl","HEOW"
"Sharm El Sheikh International Airport","HESH"
"Sharon","K31"
"Sharp","KODX"
"Sharp County Regl","KCVK"
"Sharp Field","90LA"
"Sharpe Farms","MO09"
"Sharpe's Strip","2E2"
"Sharretts","PN91"
"Sharurah Airport","OESH"
"Shashi Airport","ZHSS"
"Shatto Farm","MO25"
"Shaull Farm Airstrip","48CO"
"Shaunavon","CJC5"
"Shaw Crop Service","LA13"
"Shaw Meadow","VT52"
"Shawano Mun","KEZS"
"Shawn Field","AK47"
"Shawnee Field","1I3"
"Shawnee Rgnl","KSNL"
"Shaxian Airport","ZSSM"
"Shay Gap","YSHG"
"Shear","63NY"
"Shearer /Usfs","2U5"
"Shearer STOLport","1IN1"
"Shearwater","CYAW"
"Sheboygan County Memorial","KSBM"
"Sheeley's Farm","NK08"
"Sheep Mountain","PASP"
"Sheepy Hollow Ranch Airfield","AZ40"
